filer_cik,filer_name,filing_date,entity_cik,entity_name,entity_ticker,mention_count,relationships
0000004127,"SKYWORKS SOLUTIONS, INC.",2012-09-28,858877,"CISCO SYSTEMS, INC.",CSCO,1,mentioned
0000004127,"SKYWORKS SOLUTIONS, INC.",2012-09-28,1018724,"AMAZON COM INC",AMZN,1,mentioned
0000004127,"SKYWORKS SOLUTIONS, INC.",2012-09-28,789019,"MICROSOFT CORP",MSFT,1,mentioned
0000004127,"SKYWORKS SOLUTIONS, INC.",2013-09-27,4127,"SKYWORKS SOLUTIONS, INC.",SWKS,2,mentioned
0000004127,"SKYWORKS SOLUTIONS, INC.",2013-09-27,1018724,"AMAZON COM INC",AMZN,1,mentioned
0000004127,"SKYWORKS SOLUTIONS, INC.",2013-09-27,1065280,"NETFLIX INC",NFLX,1,mentioned
0000004127,"SKYWORKS SOLUTIONS, INC.",2013-09-27,789019,"MICROSOFT CORP",MSFT,1,mentioned
0000004187,"INDUSTRIAL SERVICES OF AMERICA INC /FL",2012-12-31,1297341,"Kentucky First Federal Bancorp",KFFB,2,partner
0000004457,"AMERCO /NV/",2010-03-31,1839154,"Nevada King Gold Corp.",NKGFF,1,mentioned
0000004457,"AMERCO /NV/",2010-03-31,37996,"FORD MOTOR CO",F-PB,1,acquisition
0000004457,"AMERCO /NV/",2011-03-31,1839154,"Nevada King Gold Corp.",NKGFF,1,mentioned
0000004457,"AMERCO /NV/",2011-03-31,37996,"FORD MOTOR CO",F-PB,1,supplier
0000004457,"AMERCO /NV/",2012-03-31,1839154,"Nevada King Gold Corp.",NKGFF,1,mentioned
0000004457,"AMERCO /NV/",2012-03-31,37996,"FORD MOTOR CO",F-PB,1,supplier
0000004457,"AMERCO /NV/",2013-03-31,37996,"FORD MOTOR CO",F-PB,1,supplier
0000004457,"AMERCO /NV/",2013-03-31,1839154,"Nevada King Gold Corp.",NKGFF,1,mentioned
0000004457,"AMERCO /NV/",2014-03-31,37996,"FORD MOTOR CO",F-PB,1,supplier
0000004457,"AMERCO /NV/",2014-03-31,1839154,"Nevada King Gold Corp.",NKGFF,1,mentioned
0000004515,"AMERICAN AIRLINES INC",2009-12-31,12927,"BOEING CO",BA,25,mentioned,affiliate,contract,investment
0000004515,"AMERICAN AIRLINES INC",2009-12-31,6201,"American Airlines Group Inc.",AAL,9,contract
0000004515,"AMERICAN AIRLINES INC",2009-12-31,1704715,"Alpha Metallurgical Resources, Inc.",AMR,2,affiliate
0000004515,"AMERICAN AIRLINES INC",2009-12-31,37996,"FORD MOTOR CO",F-PB,1,contract
0000004515,"AMERICAN AIRLINES INC",2012-12-31,12927,"BOEING CO",BA,42,mentioned,contract,supplier-dependency
0000004515,"AMERICAN AIRLINES INC",2012-12-31,6201,"American Airlines Group Inc.",AAL,23,contract
0000004515,"AMERICAN AIRLINES INC",2012-12-31,1704715,"Alpha Metallurgical Resources, Inc.",AMR,4,investment,affiliate,mentioned
0000004515,"AMERICAN AIRLINES INC",2012-12-31,1378580,"Airbus SE/ADR",EADSF,1,contract
0000004904,"AMERICAN ELECTRIC POWER CO INC",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000006879,"APPALACHIAN POWER CO",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000092487,"SOUTHWESTERN ELECTRIC POWER CO",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000022198,"COLUMBUS SOUTHERN POWER CO /OH/",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000081027,"PUBLIC SERVICE CO OF OKLAHOMA",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000050172,"INDIANA MICHIGAN POWER CO",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000073986,"OHIO POWER CO",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000004904,"AMERICAN ELECTRIC POWER CO INC",2010-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000092487,"SOUTHWESTERN ELECTRIC POWER CO",2010-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000006879,"APPALACHIAN POWER CO",2010-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000081027,"PUBLIC SERVICE CO OF OKLAHOMA",2010-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000022198,"COLUMBUS SOUTHERN POWER CO /OH/",2010-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000073986,"OHIO POWER CO",2010-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000050172,"INDIANA MICHIGAN POWER CO",2010-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000004904,"AMERICAN ELECTRIC POWER CO INC",2011-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000004904,"AMERICAN ELECTRIC POWER CO INC",2012-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000004904,"AMERICAN ELECTRIC POWER CO INC",2012-12-31,1376986,"Tennessee Valley Authority",TVE,1,contract
0000004904,"AMERICAN ELECTRIC POWER CO INC",2013-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000004904,"AMERICAN ELECTRIC POWER CO INC",2013-12-31,1376986,"Tennessee Valley Authority",TVE,1,contract
0000004977,"AFLAC INC",2012-12-31,19617,"JPMORGAN CHASE & CO",JPM-PD,2,mentioned,affiliate
0000004977,"AFLAC INC",2012-12-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,2,affiliate
0000004977,"AFLAC INC",2012-12-31,37996,"FORD MOTOR CO",F-PB,2,mentioned,investment
0000004977,"AFLAC INC",2012-12-31,946770,"DEUTSCHE TELEKOM AG",DTEGF,1,partner
0000004977,"AFLAC INC",2012-12-31,40545,"GENERAL ELECTRIC CO",GE,1,partner
0000004977,"AFLAC INC",2012-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000004977,"AFLAC INC",2012-12-31,1160106,"Lloyds Banking Group plc",LYG,1,mentioned
0000004977,"AFLAC INC",2013-12-31,19617,"JPMORGAN CHASE & CO",JPM-PD,1,mentioned
0000004977,"AFLAC INC",2013-12-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,1,affiliate
0000004977,"AFLAC INC",2013-12-31,946770,"DEUTSCHE TELEKOM AG",DTEGF,1,mentioned
0000004977,"AFLAC INC",2013-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000004977,"AFLAC INC",2013-12-31,1160106,"Lloyds Banking Group plc",LYG,1,mentioned
0000005513,"Unum Group",2011-12-31,5513,"Unum Group",UNM,12,mentioned,contract,affiliate,supplier-dependency
0000005513,"Unum Group",2012-12-31,5513,"Unum Group",UNM,10,mentioned,contract,supplier-dependency,affiliate
0000005513,"Unum Group",2013-12-31,5513,"Unum Group",UNM,12,mentioned,contract,supplier-dependency,affiliate
0000006201,"AMR CORP",2009-12-31,12927,"BOEING CO",BA,25,mentioned,affiliate,contract,investment
0000006201,"AMR CORP",2009-12-31,6201,"American Airlines Group Inc.",AAL,9,contract
0000006201,"AMR CORP",2009-12-31,37996,"FORD MOTOR CO",F-PB,1,contract
0000006201,"AMR CORP",2009-12-31,1704715,"Alpha Metallurgical Resources, Inc.",AMR,1,contract
0000006201,"AMR CORP",2012-12-31,12927,"BOEING CO",BA,45,mentioned,contract,supplier-dependency
0000006201,"AMR CORP",2012-12-31,6201,"American Airlines Group Inc.",AAL,25,contract
0000006201,"AMR CORP",2012-12-31,1704715,"Alpha Metallurgical Resources, Inc.",AMR,2,investment,mentioned
0000006201,"AMR CORP",2012-12-31,1378580,"Airbus SE/ADR",EADSF,1,contract
0000006201,"American Airlines Group Inc.",2013-12-31,12927,"BOEING CO",BA,27,contract,mentioned,acquisition,investment
0000006201,"American Airlines Group Inc.",2013-12-31,6201,"American Airlines Group Inc.",AAL,8,contract,mentioned,acquisition,affiliate
0000006201,"American Airlines Group Inc.",2013-12-31,1378580,"Airbus SE/ADR",EADSF,4,mentioned
0000006201,"American Airlines Group Inc.",2013-12-31,312070,"BARCLAYS BANK PLC",VXX,2,mentioned
0000006201,"American Airlines Group Inc.",2013-12-31,1704715,"Alpha Metallurgical Resources, Inc.",AMR,2,acquisition,affiliate
0000006201,"American Airlines Group Inc.",2013-12-31,895421,"MORGAN STANLEY",MS-PQ,1,mentioned
0000006201,"American Airlines Group Inc.",2013-12-31,1230869,"ASA Gold & Precious Metals Ltd",ASA,1,acquisition
0000006201,"American Airlines Group Inc.",2013-12-31,1355444,"EMBRAER S.A.",EMBJ,1,contract
0000006207,"AMREP CORP.",2010-04-30,50863,"INTEL CORP",INTC,2,mentioned,customer
0000006207,"AMREP CORP.",2011-04-30,50863,"INTEL CORP",INTC,2,mentioned,customer
0000006207,"AMREP CORP.",2012-04-30,50863,"INTEL CORP",INTC,2,customer,mentioned
0000006207,"AMREP CORP.",2013-04-30,50863,"INTEL CORP",INTC,1,customer
0000006281,"ANALOG DEVICES INC",2012-11-03,6281,"ANALOG DEVICES INC",ADI,6,contract,mentioned,license
0000006281,"ANALOG DEVICES INC",2012-11-03,1730168,"Broadcom Inc.",AVGO,1,mentioned
0000006281,"ANALOG DEVICES INC",2013-11-02,6281,"ANALOG DEVICES INC",ADI,4,mentioned,contract
0000006281,"ANALOG DEVICES INC",2013-11-02,1730168,"Broadcom Inc.",AVGO,1,mentioned
0000006845,"APOGEE ENTERPRISES, INC.",2013-03-02,6845,"APOGEE ENTERPRISES, INC.",APOG,4,mentioned
0000006845,"APOGEE ENTERPRISES, INC.",2014-03-01,6845,"APOGEE ENTERPRISES, INC.",APOG,4,mentioned
0000006951,"APPLIED MATERIALS INC /DE",2012-10-28,50863,"INTEL CORP",INTC,4,mentioned
0000006951,"APPLIED MATERIALS INC /DE",2012-10-28,40545,"GENERAL ELECTRIC CO",GE,1,mentioned
0000006951,"APPLIED MATERIALS INC /DE",2013-10-27,50863,"INTEL CORP",INTC,3,mentioned
0000006955,"ACTUANT CORP",2013-08-31,18230,"CATERPILLAR INC",CAT,1,customer
0000006955,"ACTUANT CORP",2013-08-31,26172,"CUMMINS INC",CMI,1,customer
0000006955,"ACTUANT CORP",2013-08-31,833444,"Johnson Controls International plc",JCI,1,supplier
0000007032,"ARAMARK CORP",2012-09-28,1857853,"Traeger, Inc.",COOK,13,mentioned,affiliate,supplier,competitor
0000007032,"ARAMARK CORP",2012-09-28,1584509,"Aramark",ARMK,5,affiliate,acquisition,competitor
0000007032,"ARAMARK CORP",2012-09-28,924901,"Veris Residential, Inc.",VRE,2,acquisition
0000007032,"ARAMARK CORP",2012-09-28,96021,"SYSCO CORP",SYY,1,mentioned
0000007032,"ARAMARK CORP",2012-09-28,1371489,"Information Services Group Inc.",III,1,partner
0000007039,"ARABIAN AMERICAN DEVELOPMENT CO",2010-12-31,5981,"AMERICAN VANGUARD CORP",AVD,1,supplier
0000007039,"ARABIAN AMERICAN DEVELOPMENT CO",2012-12-31,1022321,"GENESIS ENERGY LP",GEL,1,contract
0000007039,"ARABIAN AMERICAN DEVELOPMENT CO",2013-12-31,1022321,"GENESIS ENERGY LP",GEL,1,mentioned
0000007084,"ARCHER DANIELS MIDLAND CO",2010-06-30,1449566,"Wilmar International Ltd",WLMIF,1,joint-venture
0000007084,"ARCHER DANIELS MIDLAND CO",2011-06-30,1449566,"Wilmar International Ltd",WLMIF,1,affiliate
0000007084,"ARCHER DANIELS MIDLAND CO",2012-06-30,1449566,"Wilmar International Ltd",WLMIF,1,affiliate
0000007084,"ARCHER DANIELS MIDLAND CO",2012-06-30,1534701,"Phillips 66",PSX,1,mentioned
0000007084,"ARCHER DANIELS MIDLAND CO",2013-12-31,1449566,"Wilmar International Ltd",WLMIF,1,affiliate
0000007332,"SOUTHWESTERN ENERGY CO",2013-12-31,1884516,"Drilling Tools International Corp",DTI,1,affiliate
0000008328,"Applied Minerals, Inc.",2012-12-31,1419806,"RARE ELEMENT RESOURCES LTD",REEMF,1,supplier
0000008328,"Applied Minerals, Inc.",2012-12-31,1011509,"Golden Minerals Co",AUMN,1,supplier
0000008411,"ATWOOD OCEANICS INC",2012-09-30,1737339,"Aurora Mobile Ltd",JG,8,mentioned
0000008411,"ATWOOD OCEANICS INC",2012-09-30,1789832,"Hess Midstream LP",HESM,2,contract
0000008411,"ATWOOD OCEANICS INC",2012-09-30,1451505,"Transocean Ltd.",RIG,2,mentioned
0000008411,"ATWOOD OCEANICS INC",2012-09-30,1289308,"EnerSys",ENS,2,competitor,mentioned
0000008411,"ATWOOD OCEANICS INC",2012-09-30,1737706,"Seadrill Ltd",SDRL,2,mentioned
0000008411,"ATWOOD OCEANICS INC",2013-09-30,1737339,"Aurora Mobile Ltd",JG,8,mentioned
0000008411,"ATWOOD OCEANICS INC",2013-09-30,1451505,"Transocean Ltd.",RIG,2,mentioned
0000008411,"ATWOOD OCEANICS INC",2013-09-30,1289308,"EnerSys",ENS,2,competitor,mentioned
0000008411,"ATWOOD OCEANICS INC",2013-09-30,1737706,"Seadrill Ltd",SDRL,2,mentioned
0000008670,"AUTOMATIC DATA PROCESSING INC",2013-06-30,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0000008670,"AUTOMATIC DATA PROCESSING INC",2013-06-30,8670,"AUTOMATIC DATA PROCESSING INC",ADP,1,mentioned
0000009092,"BADGER METER INC",2012-12-31,9092,"BADGER METER INC",BMI,6,acquisition,mentioned,affiliate
0000009092,"BADGER METER INC",2012-12-31,42682,"GORMAN RUPP CO",GRC,1,mentioned
0000009092,"BADGER METER INC",2012-12-31,836157,"LINDSAY CORP",LNN,1,mentioned
0000009092,"BADGER METER INC",2012-12-31,866706,"ESCO TECHNOLOGIES INC",ESE,1,mentioned
0000009092,"BADGER METER INC",2012-12-31,38725,"FRANKLIN ELECTRIC CO INC",FELE,1,mentioned
0000009092,"BADGER METER INC",2013-12-31,9092,"BADGER METER INC",BMI,7,mentioned,acquisition,affiliate,competitor
0000009092,"BADGER METER INC",2013-12-31,42682,"GORMAN RUPP CO",GRC,1,mentioned
0000009092,"BADGER METER INC",2013-12-31,836157,"LINDSAY CORP",LNN,1,mentioned
0000009092,"BADGER METER INC",2013-12-31,866706,"ESCO TECHNOLOGIES INC",ESE,1,mentioned
0000009092,"BADGER METER INC",2013-12-31,38725,"FRANKLIN ELECTRIC CO INC",FELE,1,mentioned
0000009389,"BALL CORP",2009-12-31,1505065,"Brainsway Ltd.",BWAY,3,mentioned,acquisition
0000009389,"BALL CORP",2009-12-31,9389,"BALL Corp",BALL,2,investment,mentioned
0000009389,"BALL CORP",2010-12-31,9389,"BALL Corp",BALL,3,mentioned
0000009984,"BARNES GROUP INC",2011-12-31,40545,"GENERAL ELECTRIC CO",GE,1,customer-concentration
0000009984,"BARNES GROUP INC",2012-12-31,1003078,"MSC INDUSTRIAL DIRECT CO INC",MSM,9,customer,mentioned
0000009984,"BARNES GROUP INC",2012-12-31,40545,"GENERAL ELECTRIC CO",GE,1,customer-concentration
0000009984,"BARNES GROUP INC",2013-12-31,1003078,"MSC INDUSTRIAL DIRECT CO INC",MSM,6,mentioned
0000009984,"BARNES GROUP INC",2013-12-31,40545,"GENERAL ELECTRIC CO",GE,3,customer-concentration,mentioned,contract
0000010254,"EARTHSTONE ENERGY INC",2010-03-31,37996,"FORD MOTOR CO",F-PB,1,mentioned
0000011199,"BEMIS CO INC",2012-12-31,887028,"RIO TINTO LTD",RTNTF,2,acquisition
0000011544,"BERKLEY W R CORP",2011-12-31,1090872,"AGILENT TECHNOLOGIES, INC.",A,1,mentioned
0000011544,"BERKLEY W R CORP",2012-12-31,1090872,"AGILENT TECHNOLOGIES, INC.",A,2,mentioned
0000011544,"BERKLEY W R CORP",2013-12-31,1090872,"AGILENT TECHNOLOGIES, INC.",A,2,mentioned
0000012208,"BIO RAD LABORATORIES INC",2009-12-31,12208,"BIO-RAD LABORATORIES, INC.",BIO,1,mentioned
0000012208,"BIO RAD LABORATORIES INC",2010-12-31,12208,"BIO-RAD LABORATORIES, INC.",BIO,1,mentioned
0000012208,"BIO RAD LABORATORIES INC",2011-12-31,12208,"BIO-RAD LABORATORIES, INC.",BIO,1,mentioned
0000012208,"BIO RAD LABORATORIES INC",2011-12-31,1715801,"Sartorius AG/ADR",SOAGY,1,affiliate
0000012208,"BIO RAD LABORATORIES INC",2012-12-31,12208,"BIO-RAD LABORATORIES, INC.",BIO,1,mentioned
0000012208,"BIO RAD LABORATORIES INC",2012-12-31,1715801,"Sartorius AG/ADR",SOAGY,1,affiliate
0000012208,"BIO RAD LABORATORIES INC",2013-12-31,12208,"BIO-RAD LABORATORIES, INC.",BIO,1,mentioned
0000012779,"BLUE RIDGE REAL ESTATE CO",2013-10-31,36270,"M&T BANK CORP",MTB-PK,2,contract
0000012927,"BOEING CO",2012-12-31,12927,"BOEING CO",BA,61,mentioned,customer,investment,supplier,contract,acquisition,joint-venture,customer-concentration,partner
0000012927,"BOEING CO",2012-12-31,936468,"LOCKHEED MARTIN CORP",LMT,4,competitor,mentioned,joint-venture
0000012927,"BOEING CO",2012-12-31,18230,"CATERPILLAR INC",CAT,1,supplier
0000012927,"BOEING CO",2012-12-31,1364885,"Spirit AeroSystems Holdings, Inc.",SPR,1,mentioned
0000012927,"BOEING CO",2012-12-31,6201,"American Airlines Group Inc.",AAL,1,mentioned
0000012927,"BOEING CO",2012-12-31,92380,"SOUTHWEST AIRLINES CO",LUV,1,affiliate
0000012927,"BOEING CO",2013-12-31,12927,"BOEING CO",BA,59,mentioned,investment,customer,partner,joint-venture,supplier,contract,acquisition,major-customer
0000012927,"BOEING CO",2013-12-31,936468,"LOCKHEED MARTIN CORP",LMT,4,competitor,mentioned,joint-venture
0000012927,"BOEING CO",2013-12-31,18230,"CATERPILLAR INC",CAT,1,supplier
0000012927,"BOEING CO",2013-12-31,1364885,"Spirit AeroSystems Holdings, Inc.",SPR,1,mentioned
0000012927,"BOEING CO",2013-12-31,92380,"SOUTHWEST AIRLINES CO",LUV,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2010-12-31,1858681,"Apollo Global Management, Inc.",APO,3,partner,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2010-12-31,1307954,"Huntsman CORP",HUN,2,acquisition
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2010-12-31,1003078,"MSC INDUSTRIAL DIRECT CO INC",MSM,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2010-12-31,886982,"GOLDMAN SACHS GROUP INC",GS-PC,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2010-12-31,40545,"GENERAL ELECTRIC CO",GE,1,mentioned
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2010-12-31,1841675,"Argo Blockchain Plc",ARBKL,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2011-12-31,1003078,"MSC INDUSTRIAL DIRECT CO INC",MSM,4,affiliate,mentioned
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2011-12-31,1858681,"Apollo Global Management, Inc.",APO,2,partner,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2011-12-31,1841675,"Argo Blockchain Plc",ARBKL,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2011-12-31,40545,"GENERAL ELECTRIC CO",GE,1,mentioned
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2011-12-31,1307954,"Huntsman CORP",HUN,1,acquisition
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2012-12-31,1003078,"MSC INDUSTRIAL DIRECT CO INC",MSM,7,affiliate,mentioned
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2012-12-31,1858681,"Apollo Global Management, Inc.",APO,4,affiliate,partner
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2012-12-31,1841675,"Argo Blockchain Plc",ARBKL,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2012-12-31,40545,"GENERAL ELECTRIC CO",GE,1,mentioned
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2012-12-31,1489393,"LyondellBasell Industries N.V.",LYB,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2012-12-31,1307954,"Huntsman CORP",HUN,1,acquisition
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2013-12-31,1003078,"MSC INDUSTRIAL DIRECT CO INC",MSM,6,affiliate,mentioned
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2013-12-31,1858681,"Apollo Global Management, Inc.",APO,3,affiliate,partner
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2013-12-31,1841675,"Argo Blockchain Plc",ARBKL,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2013-12-31,1489393,"LyondellBasell Industries N.V.",LYB,1,affiliate
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2013-12-31,40545,"GENERAL ELECTRIC CO",GE,1,mentioned
0000013239,"MOMENTIVE SPECIALTY CHEMICALS INC.",2013-12-31,1307954,"Huntsman CORP",HUN,1,acquisition
0000013372,"NSTAR ELECTRIC CO",2009-12-31,13372,"NSTAR ELECTRIC CO",NSARP,2,mentioned
